Gene ID,Gene Name,Cluster 1 Weight,Cluster 1 UMI counts/cell,Cluster 2 Weight,Cluster 2 UMI counts/cell
ENSG00000178821,TMEM52,-79.701517410032565,0.00033568311513930849,79.701517410034043,0.0052410901467505244
ENSG00000067606,PRKCZ,-144.76576454958663,0.0,144.76576454958632,0.016771488469601678
ENSG00000182873,RP11-181G12.2,-29.372477688244256,0.00033568311513930849,29.372477688250775,0.0010482180293501049
ENSG00000162585,C1orf86,-669.45457593230174,0.036925142665323936,669.45457593233164,0.54088050314465408
ENSG00000203301,AL590822.1,-59.019523989599861,0.0,59.019523989605624,0.0020964360587002098
ENSG00000157933,SKI,-158.56736204078103,0.0050352467270896274,158.56736204077234,0.039832285115303984
ENSG00000116151,MORN1,-55.904422292830546,0.0053709298422289359,55.904422292833367,0.016771488469601678
ENSG00000157916,RER1,-469.13992868864341,0.20275260154414232,469.13992868865324,0.90566037735849059
ENSG00000157911,PEX10,-157.51509915646949,0.0077207116482040953,157.51509915648376,0.062893081761006289
ENSG00000149527,PLCH2,-82.222399635019727,0.0,82.222399635012493,0.0031446540880503146
ENSG00000157881,PANK4,-158.40727920651818,0.011077542799597181,158.40727920653214,0.051362683438155136
ENSG00000272449,RP3-395M20.12,-223.69192255488932,0.0016784155756965425,223.69192255487465,0.031446540880503145
ENSG00000157873,TNFRSF14,-427.88273596929395,0.0057066129573682444,427.88273596926814,0.15513626834381553
ENSG00000228037,RP3-395M20.9,-47.507671918853504,0.0,47.507671918855593,0.0010482180293501049
ENSG00000157870,FAM213B,-227.5561422845945,0.0077207116482040953,227.5561422845802,0.081761006289308172
ENSG00000142606,MMEL1,-99.10825653107743,0.00067136623027861698,99.108256531077245,0.0073375262054507341
ENSG00000215912,TTC34,-81.356762826189623,0.0,81.356762826184564,0.0031446540880503146
ENSG00000142611,PRDM16,-47.507671918854903,0.0,47.507671918860112,0.0010482180293501049
ENSG00000162591,MEGF6,-104.28869574224881,0.00033568311513930849,104.28869574225136,0.010482180293501049
ENSG00000158109,TPRG1L,-83.712068932679131,0.011077542799597181,83.712068932679728,0.027253668763102725
ENSG00000116213,WRAP73,-212.30537923670852,0.010741859684457872,212.30537923672654,0.075471698113207544
ENSG00000227372,TP73-AS1,-170.14505538463118,0.001342732460557234,170.14505538461728,0.025157232704402517
ENSG00000235169,SMIM1,-32.84699457474094,0.52567975830815705,32.846994574747185,1.0377358490566038
ENSG00000130764,LRRC47,-377.84749989710235,0.014770057066129574,377.84749989708547,0.18763102725366876
ENSG00000116198,CEP104,-85.006501276414113,0.012084592145015106,85.006501276416259,0.048218029350104823
ENSG00000169598,DFFB,-133.39243739971988,0.002014098690835851,133.39243739971474,0.0220125786163522
ENSG00000198912,C1orf174,-371.15638342210275,0.019805303793219202,371.15638342207404,0.22746331236897274
ENSG00000236423,LINC01134,10.817948914849648,0.001342732460557234,-10.817948914849417,0.0010482180293501049
ENSG00000131697,NPHP4,-88.696238234343312,0.0,88.696238234334714,0.0041928721174004195
